service_id,monday,tuesday,wednesday,thursday,friday,saturday,sunday,start_date,end_date
822,0,0,0,0,0,0,1,20250520,20250818
823,0,0,0,0,0,1,0,20250520,20250818
824,1,1,1,1,1,0,0,20250520,20250818
825,0,0,0,0,1,0,0,20250520,20250818
857,0,0,0,0,0,1,0,20250520,20250818
860,0,0,0,0,0,1,0,20250520,20250818
863,0,0,0,0,0,1,0,20250520,20250818
864,0,0,0,0,0,1,0,20250520,20250818
S109633_32,1,1,1,1,1,0,0,20250520,20250608
S109633_21,0,0,0,0,0,0,1,20250520,20250608
S109633_14,0,0,0,0,0,1,0,20250520,20250608
S114343_32,1,1,1,1,1,0,0,20250609,20250818
S114343_21,0,0,0,0,0,0,1,20250609,20250818
S114343_14,0,0,0,0,0,1,0,20250609,20250818
S114344_15,1,1,1,1,1,0,0,20250609,20250818
S106681_32,1,1,1,1,1,0,0,20250520,20250608
S106681_21,0,0,0,0,0,0,1,20250520,20250608
S106681_14,0,0,0,0,0,1,0,20250520,20250608
S113128_32,1,1,1,1,1,0,0,20250609,20250818
S113128_21,0,0,0,0,0,0,1,20250609,20250818
S113128_14,0,0,0,0,0,1,0,20250609,20250818
S106682_32,1,1,1,1,1,0,0,20250520,20250608
S113129_32,1,1,1,1,1,0,0,20250609,20250818
S106683_32,1,1,1,1,1,0,0,20250520,20250608
S113130_32,1,1,1,1,1,0,0,20250609,20250818
S106684_32,1,1,1,1,1,0,0,20250520,20250608
S106684_21,0,0,0,0,0,0,1,20250520,20250608
S106684_14,0,0,0,0,0,1,0,20250520,20250608
S113131_32,1,1,1,1,1,0,0,20250609,20250818
S113131_21,0,0,0,0,0,0,1,20250609,20250818
S113131_14,0,0,0,0,0,1,0,20250609,20250818
S106685_32,1,1,1,1,1,0,0,20250520,20250608
S113132_32,1,1,1,1,1,0,0,20250609,20250818
S106686_32,1,1,1,1,1,0,0,20250520,20250608
S106686_14,0,0,0,0,0,1,0,20250520,20250608
S113133_32,1,1,1,1,1,0,0,20250609,20250818
S113133_14,0,0,0,0,0,1,0,20250609,20250818
S104602_32,1,1,1,1,1,0,0,20250520,20250608
S104602_13,1,1,1,1,1,0,0,20250520,20250608
S113134_32,1,1,1,1,1,0,0,20250609,20250818
S113134_13,1,1,1,1,1,0,0,20250609,20250818
S104603_32,1,1,1,1,1,0,0,20250520,20250608
S104603_21,0,0,0,0,0,0,1,20250520,20250608
S104603_14,0,0,0,0,0,1,0,20250520,20250608
S113135_32,1,1,1,1,1,0,0,20250609,20250818
S113135_21,0,0,0,0,0,0,1,20250609,20250818
S113135_14,0,0,0,0,0,1,0,20250609,20250818
S104604_32,1,1,1,1,1,0,0,20250520,20250608
S113136_32,1,1,1,1,1,0,0,20250609,20250818
S104605_15,1,1,1,1,1,0,0,20250520,20250608
S113137_15,1,1,1,1,1,0,0,20250609,20250818
S104606_15,1,1,1,1,1,0,0,20250520,20250608
S113138_15,1,1,1,1,1,0,0,20250609,20250818
S104607_32,1,1,1,1,1,0,0,20250520,20250608
S104607_13,1,1,1,1,1,0,0,20250520,20250608
S113139_32,1,1,1,1,1,0,0,20250609,20250818
S113139_13,1,1,1,1,1,0,0,20250609,20250818
S104608_21,0,0,0,0,0,0,1,20250520,20250608
S104608_32,1,1,1,1,1,0,0,20250520,20250608
S104608_14,0,0,0,0,0,1,0,20250520,20250608
S113140_21,0,0,0,0,0,0,1,20250609,20250818
S113140_32,1,1,1,1,1,0,0,20250609,20250818
S113140_14,0,0,0,0,0,1,0,20250609,20250818
S104609_32,1,1,1,1,1,0,0,20250520,20250608
S113141_32,1,1,1,1,1,0,0,20250609,20250818
S104610_15,1,1,1,1,1,0,0,20250520,20250608
S113142_15,1,1,1,1,1,0,0,20250609,20250818
S107490_32,1,1,1,1,1,0,0,20250520,20250608
S107490_21,0,0,0,0,0,0,1,20250520,20250608
S107490_14,0,0,0,0,0,1,0,20250520,20250608
S113143_32,1,1,1,1,1,0,0,20250609,20250818
S113143_21,0,0,0,0,0,0,1,20250609,20250818
S113143_14,0,0,0,0,0,1,0,20250609,20250818
S104612_32,1,1,1,1,1,0,0,20250520,20250608
S104612_21,0,0,0,0,0,0,1,20250520,20250608
S104612_14,0,0,0,0,0,1,0,20250520,20250608
S113144_32,1,1,1,1,1,0,0,20250609,20250818
S113144_21,0,0,0,0,0,0,1,20250609,20250818
S113144_14,0,0,0,0,0,1,0,20250609,20250818
S106160_15,1,1,1,1,1,0,0,20250520,20250608
S113145_15,1,1,1,1,1,0,0,20250609,20250818
S106213_32,1,1,1,1,1,0,0,20250520,20250608
S106213_14,0,0,0,0,0,1,0,20250520,20250608
S106213_13,1,1,1,1,1,0,0,20250520,20250608
S113157_32,1,1,1,1,1,0,0,20250609,20250818
S113157_21,0,0,0,0,0,0,1,20250609,20250818
S113157_14,0,0,0,0,0,1,0,20250609,20250818
S113157_13,1,1,1,1,1,0,0,20250609,20250818
S106214_32,1,1,1,1,1,0,0,20250520,20250608
S106214_21,0,0,0,0,0,0,1,20250520,20250608
S106214_14,0,0,0,0,0,1,0,20250520,20250608
S113158_32,1,1,1,1,1,0,0,20250609,20250818
S113158_21,0,0,0,0,0,0,1,20250609,20250818
S113158_14,0,0,0,0,0,1,0,20250609,20250818
S106215_15,1,1,1,1,1,0,0,20250520,20250608
S113159_15,1,1,1,1,1,0,0,20250609,20250818
S106216_15,1,1,1,1,1,0,0,20250520,20250608
S113160_15,1,1,1,1,1,0,0,20250609,20250818
S106217_32,1,1,1,1,1,0,0,20250520,20250608
S106217_14,0,0,0,0,0,1,0,20250520,20250608
S113161_32,1,1,1,1,1,0,0,20250609,20250818
S113161_21,0,0,0,0,0,0,1,20250609,20250818
S113161_14,0,0,0,0,0,1,0,20250609,20250818
S106218_32,1,1,1,1,1,0,0,20250520,20250608
S106218_21,0,0,0,0,0,0,1,20250520,20250608
S106218_14,0,0,0,0,0,1,0,20250520,20250608
S106218_13,1,1,1,1,1,0,0,20250520,20250608
S113162_32,1,1,1,1,1,0,0,20250609,20250818
S113162_21,0,0,0,0,0,0,1,20250609,20250818
S113162_14,0,0,0,0,0,1,0,20250609,20250818
S113162_13,1,1,1,1,1,0,0,20250609,20250818
S106219_15,1,1,1,1,1,0,0,20250520,20250608
S113163_15,1,1,1,1,1,0,0,20250609,20250818
S108642_32,1,1,1,1,1,0,0,20250520,20250608
S108642_21,0,0,0,0,0,0,1,20250520,20250608
S108642_14,0,0,0,0,0,1,0,20250520,20250608
S108642_13,1,1,1,1,1,0,0,20250520,20250608
S113196_21,0,0,0,0,0,0,1,20250609,20250818
S113196_32,1,1,1,1,1,0,0,20250609,20250818
S113196_14,0,0,0,0,0,1,0,20250609,20250818
S113196_13,1,1,1,1,1,0,0,20250609,20250818
S113196_10,0,0,0,0,1,0,0,20250609,20250818
S108643_32,1,1,1,1,1,0,0,20250520,20250608
S113197_32,1,1,1,1,1,0,0,20250609,20250818
S108644_15,1,1,1,1,1,0,0,20250520,20250608
S113198_15,1,1,1,1,1,0,0,20250609,20250818
S112436_15,1,1,1,1,1,0,0,20250520,20250608
S113199_15,1,1,1,1,1,0,0,20250609,20250818
S108646_15,1,1,1,1,1,0,0,20250520,20250608
S113200_15,1,1,1,1,1,0,0,20250609,20250818
S108647_32,1,1,1,1,1,0,0,20250520,20250608
S108647_21,0,0,0,0,0,0,1,20250520,20250608
S108647_14,0,0,0,0,0,1,0,20250520,20250608
S113201_32,1,1,1,1,1,0,0,20250609,20250818
S113201_21,0,0,0,0,0,0,1,20250609,20250818
S113201_14,0,0,0,0,0,1,0,20250609,20250818
S113201_10,0,0,0,0,1,0,0,20250609,20250818
S113201_13,1,1,1,1,1,0,0,20250609,20250818
S108648_15,1,1,1,1,1,0,0,20250520,20250608
S113202_15,1,1,1,1,1,0,0,20250609,20250818
S108649_32,1,1,1,1,1,0,0,20250520,20250608
S113203_32,1,1,1,1,1,0,0,20250609,20250818
S108650_15,1,1,1,1,1,0,0,20250520,20250608
S113204_15,1,1,1,1,1,0,0,20250609,20250818
S107926_21,0,0,0,0,0,0,1,20250520,20250608
S107926_32,1,1,1,1,1,0,0,20250520,20250608
S107926_14,0,0,0,0,0,1,0,20250520,20250608
S107926_13,1,1,1,1,1,0,0,20250520,20250608
S113228_21,0,0,0,0,0,0,1,20250609,20250818
S113228_32,1,1,1,1,1,0,0,20250609,20250818
S113228_14,0,0,0,0,0,1,0,20250609,20250818
S113228_13,1,1,1,1,1,0,0,20250609,20250818
S107928_32,1,1,1,1,1,0,0,20250520,20250608
S113229_32,1,1,1,1,1,0,0,20250609,20250818
S107929_15,1,1,1,1,1,0,0,20250520,20250608
S113230_15,1,1,1,1,1,0,0,20250609,20250818
S107922_32,1,1,1,1,1,0,0,20250520,20250608
S107922_21,0,0,0,0,0,0,1,20250520,20250608
S107922_14,0,0,0,0,0,1,0,20250520,20250608
S107922_13,1,1,1,1,1,0,0,20250520,20250608
S113231_32,1,1,1,1,1,0,0,20250609,20250818
S113231_21,0,0,0,0,0,0,1,20250609,20250818
S113231_14,0,0,0,0,0,1,0,20250609,20250818
S113231_13,1,1,1,1,1,0,0,20250609,20250818
S107925_15,1,1,1,1,1,0,0,20250520,20250608
S113232_15,1,1,1,1,1,0,0,20250609,20250818
S105546_32,1,1,1,1,1,0,0,20250520,20250608
S113244_32,1,1,1,1,1,0,0,20250609,20250818
S94972_15,1,1,1,1,1,0,0,20250520,20250608
S113293_15,1,1,1,1,1,0,0,20250609,20250818
S94973_15,1,1,1,1,1,0,0,20250520,20250608
S113294_15,1,1,1,1,1,0,0,20250609,20250818
S98362_15,1,1,1,1,1,0,0,20250520,20250608
S113295_15,1,1,1,1,1,0,0,20250609,20250818
S104271_15,1,1,1,1,1,0,0,20250520,20250608
S113296_15,1,1,1,1,1,0,0,20250609,20250818
S104272_15,1,1,1,1,1,0,0,20250520,20250608
S113297_15,1,1,1,1,1,0,0,20250609,20250818
S90312_32,1,1,1,1,1,0,0,20250520,20250608
S90313_32,1,1,1,1,1,0,0,20250520,20250608
S113077_21,0,0,0,0,0,0,1,20250609,20250818
S113077_32,1,1,1,1,1,0,0,20250609,20250818
S113077_14,0,0,0,0,0,1,0,20250609,20250818
S113078_21,0,0,0,0,0,0,1,20250609,20250818
S113078_32,1,1,1,1,1,0,0,20250609,20250818
S113078_14,0,0,0,0,0,1,0,20250609,20250818
S111030_32,1,1,1,1,1,0,0,20250520,20250608
S111030_21,0,0,0,0,0,0,1,20250520,20250608
S111030_14,0,0,0,0,0,1,0,20250520,20250608
S113374_32,1,1,1,1,1,0,0,20250609,20250818
S113374_21,0,0,0,0,0,0,1,20250609,20250818
S113374_14,0,0,0,0,0,1,0,20250609,20250818
S102571_32,1,1,1,1,1,0,0,20250520,20250608
S102571_21,0,0,0,0,0,0,1,20250520,20250608
S102571_14,0,0,0,0,0,1,0,20250520,20250608
S113375_32,1,1,1,1,1,0,0,20250609,20250818
S113375_21,0,0,0,0,0,0,1,20250609,20250818
S113375_14,0,0,0,0,0,1,0,20250609,20250818
S103924_21,0,0,0,0,0,0,1,20250520,20250608
S103924_32,1,1,1,1,1,0,0,20250520,20250608
S103924_14,0,0,0,0,0,1,0,20250520,20250608
S113376_21,0,0,0,0,0,0,1,20250609,20250818
S113376_32,1,1,1,1,1,0,0,20250609,20250818
S113376_14,0,0,0,0,0,1,0,20250609,20250818
S103926_15,1,1,1,1,1,0,0,20250520,20250608
S113377_15,1,1,1,1,1,0,0,20250609,20250818
S108617_32,1,1,1,1,1,0,0,20250520,20250608
S108617_21,0,0,0,0,0,0,1,20250520,20250608
S108617_14,0,0,0,0,0,1,0,20250520,20250608
S113378_32,1,1,1,1,1,0,0,20250609,20250818
S113378_21,0,0,0,0,0,0,1,20250609,20250818
S113378_14,0,0,0,0,0,1,0,20250609,20250818
S106653_32,1,1,1,1,1,0,0,20250520,20250608
S106653_14,0,0,0,0,0,1,0,20250520,20250608
S106653_13,1,1,1,1,1,0,0,20250520,20250608
S113379_32,1,1,1,1,1,0,0,20250609,20250818
S113379_14,0,0,0,0,0,1,0,20250609,20250818
S113379_13,1,1,1,1,1,0,0,20250609,20250818
S106654_32,1,1,1,1,1,0,0,20250520,20250608
S113380_32,1,1,1,1,1,0,0,20250609,20250818
S106656_15,1,1,1,1,1,0,0,20250520,20250608
S113381_15,1,1,1,1,1,0,0,20250609,20250818
S112994_32,1,1,1,1,1,0,0,20250520,20250608
S112994_14,0,0,0,0,0,1,0,20250520,20250608
S112994_13,1,1,1,1,1,0,0,20250520,20250608
S113383_32,1,1,1,1,1,0,0,20250609,20250818
S113383_14,0,0,0,0,0,1,0,20250609,20250818
S113383_13,1,1,1,1,1,0,0,20250609,20250818
S112995_32,1,1,1,1,1,0,0,20250520,20250608
S113384_32,1,1,1,1,1,0,0,20250609,20250818
S112997_15,1,1,1,1,1,0,0,20250520,20250608
S113385_15,1,1,1,1,1,0,0,20250609,20250818
S103931_32,1,1,1,1,1,0,0,20250520,20250608
S109650_32,1,1,1,1,1,0,0,20250520,20250608
S109650_13,1,1,1,1,1,0,0,20250520,20250608
S113922_32,1,1,1,1,1,0,0,20250609,20250818
S113922_13,1,1,1,1,1,0,0,20250609,20250818
S109651_32,1,1,1,1,1,0,0,20250520,20250608
S113923_32,1,1,1,1,1,0,0,20250609,20250818
S109652_32,1,1,1,1,1,0,0,20250520,20250608
S109652_21,0,0,0,0,0,0,1,20250520,20250608
S109652_14,0,0,0,0,0,1,0,20250520,20250608
S113924_32,1,1,1,1,1,0,0,20250609,20250818
S113924_21,0,0,0,0,0,0,1,20250609,20250818
S113924_14,0,0,0,0,0,1,0,20250609,20250818
S109653_15,1,1,1,1,1,0,0,20250520,20250608
S113925_15,1,1,1,1,1,0,0,20250609,20250818
S109654_32,1,1,1,1,1,0,0,20250520,20250608
S109654_14,0,0,0,0,0,1,0,20250520,20250608
S109654_13,1,1,1,1,1,0,0,20250520,20250608
S113926_32,1,1,1,1,1,0,0,20250609,20250818
S113926_14,0,0,0,0,0,1,0,20250609,20250818
S113926_13,1,1,1,1,1,0,0,20250609,20250818
S109655_15,1,1,1,1,1,0,0,20250520,20250608
S113927_15,1,1,1,1,1,0,0,20250609,20250818
S109656_32,1,1,1,1,1,0,0,20250520,20250608
S113928_32,1,1,1,1,1,0,0,20250609,20250818
S109657_32,1,1,1,1,1,0,0,20250520,20250608
S113929_32,1,1,1,1,1,0,0,20250609,20250818
S109658_32,1,1,1,1,1,0,0,20250520,20250608
S109658_21,0,0,0,0,0,0,1,20250520,20250608
S109658_14,0,0,0,0,0,1,0,20250520,20250608
S109658_13,1,1,1,1,1,0,0,20250520,20250608
S113930_32,1,1,1,1,1,0,0,20250609,20250818
S113930_21,0,0,0,0,0,0,1,20250609,20250818
S113930_14,0,0,0,0,0,1,0,20250609,20250818
S113930_13,1,1,1,1,1,0,0,20250609,20250818
S109659_32,1,1,1,1,1,0,0,20250520,20250608
S113931_32,1,1,1,1,1,0,0,20250609,20250818
S109660_32,1,1,1,1,1,0,0,20250520,20250608
S109660_14,0,0,0,0,0,1,0,20250520,20250608
S113932_32,1,1,1,1,1,0,0,20250609,20250818
S113932_14,0,0,0,0,0,1,0,20250609,20250818
S109661_15,1,1,1,1,1,0,0,20250520,20250608
S113933_15,1,1,1,1,1,0,0,20250609,20250818
S109687_15,1,1,1,1,1,0,0,20250520,20250608
S113934_15,1,1,1,1,1,0,0,20250609,20250818
S109688_21,0,0,0,0,0,0,1,20250520,20250608
S109688_32,1,1,1,1,1,0,0,20250520,20250608
S109688_14,0,0,0,0,0,1,0,20250520,20250608
S113935_21,0,0,0,0,0,0,1,20250609,20250818
S113935_32,1,1,1,1,1,0,0,20250609,20250818
S113935_14,0,0,0,0,0,1,0,20250609,20250818
S109689_15,1,1,1,1,1,0,0,20250520,20250608
S113936_15,1,1,1,1,1,0,0,20250609,20250818
S109690_15,1,1,1,1,1,0,0,20250520,20250608
S113937_15,1,1,1,1,1,0,0,20250609,20250818
S109669_32,1,1,1,1,1,0,0,20250520,20250608
S109669_13,1,1,1,1,1,0,0,20250520,20250608
S113938_32,1,1,1,1,1,0,0,20250609,20250818
S113938_13,1,1,1,1,1,0,0,20250609,20250818
S109670_32,1,1,1,1,1,0,0,20250520,20250608
S109670_14,0,0,0,0,0,1,0,20250520,20250608
S109670_13,1,1,1,1,1,0,0,20250520,20250608
S113939_32,1,1,1,1,1,0,0,20250609,20250818
S113939_14,0,0,0,0,0,1,0,20250609,20250818
S113939_13,1,1,1,1,1,0,0,20250609,20250818
S109671_32,1,1,1,1,1,0,0,20250520,20250608
S109671_21,0,0,0,0,0,0,1,20250520,20250608
S109671_14,0,0,0,0,0,1,0,20250520,20250608
S113940_32,1,1,1,1,1,0,0,20250609,20250818
S113940_21,0,0,0,0,0,0,1,20250609,20250818
S113940_14,0,0,0,0,0,1,0,20250609,20250818
S109672_15,1,1,1,1,1,0,0,20250520,20250608
S113941_15,1,1,1,1,1,0,0,20250609,20250818
S109673_15,1,1,1,1,1,0,0,20250520,20250608
S113942_15,1,1,1,1,1,0,0,20250609,20250818
S109674_15,1,1,1,1,1,0,0,20250520,20250608
S113943_15,1,1,1,1,1,0,0,20250609,20250818
S109675_32,1,1,1,1,1,0,0,20250520,20250608
S113944_32,1,1,1,1,1,0,0,20250609,20250818
S109676_15,1,1,1,1,1,0,0,20250520,20250608
S113945_15,1,1,1,1,1,0,0,20250609,20250818
S109677_15,1,1,1,1,1,0,0,20250520,20250608
S113946_15,1,1,1,1,1,0,0,20250609,20250818
S109678_21,0,0,0,0,0,0,1,20250520,20250608
S109678_14,0,0,0,0,0,1,0,20250520,20250608
S109678_13,1,1,1,1,1,0,0,20250520,20250608
S113947_21,0,0,0,0,0,0,1,20250609,20250818
S113947_14,0,0,0,0,0,1,0,20250609,20250818
S109679_15,1,1,1,1,1,0,0,20250520,20250608
S113948_15,1,1,1,1,1,0,0,20250609,20250818
S109680_15,1,1,1,1,1,0,0,20250520,20250608
S113949_15,1,1,1,1,1,0,0,20250609,20250818
S109681_15,1,1,1,1,1,0,0,20250520,20250608
S113950_15,1,1,1,1,1,0,0,20250609,20250818
S109682_32,1,1,1,1,1,0,0,20250520,20250608
S109682_13,1,1,1,1,1,0,0,20250520,20250608
S113951_32,1,1,1,1,1,0,0,20250609,20250818
S113951_13,1,1,1,1,1,0,0,20250609,20250818
S109683_32,1,1,1,1,1,0,0,20250520,20250608
S113952_32,1,1,1,1,1,0,0,20250609,20250818
S109684_14,0,0,0,0,0,1,0,20250520,20250608
S113953_14,0,0,0,0,0,1,0,20250609,20250818
S109685_15,1,1,1,1,1,0,0,20250520,20250608
S113954_15,1,1,1,1,1,0,0,20250609,20250818
